Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"First Watch Restaurant Group, Inc.",FWRG,"$1,133,261,332",$0.02,time-pre-market,Dec/2024,4,$0.04,2025-03-11 05:19:05
Endeavour Silver Corporation,EXK,"$1,038,753,393",($0.01),time-pre-market,Dec/2024,1,$0.02,2025-03-11 05:19:05
ECARX Holdings Inc.,ECX,"$922,603,404",,time-pre-market,Dec/2024,N/A,($0.12),2025-03-11 05:19:05
Bicara Therapeutics Inc.,BCAX,"$857,045,999",($0.31),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Wheels Up Experience Inc.,UP,"$830,395,880",,time-pre-market,Dec/2024,2,($0.13),2025-03-11 05:19:05
"Pursuit Attractions and Hospitality, Inc.",PRSU,"$813,729,152",($1.42),time-after-hours,Dec/2024,1,($0.79),2025-03-11 05:19:05
"PowerFleet, Inc.",AIOT,"$795,056,058",($0.02),time-not-supplied,Mar/2025,2,N/A,2025-03-11 05:19:05
Bioventus Inc.,BVS,"$767,722,204",$0.09,time-pre-market,Dec/2024,1,$0.07,2025-03-11 05:19:05
ATRenew Inc.,RERE,"$731,610,000",$0.05,time-pre-market,Dec/2024,1,$0.03,2025-03-11 05:19:05
"Vitesse Energy, Inc.",VTS,"$702,546,214",$0.26,time-after-hours,Dec/2024,2,$0.46,2025-03-11 05:19:05
Algoma Steel Group Inc.,ASTL,"$701,789,505",$0.06,time-not-supplied,Dec/2024,1,($0.57),2025-03-11 05:19:05
"National Presto Industries, Inc.",NPK,"$656,214,717",,time-not-supplied,Dec/2024,2,$1.85,2025-03-11 05:19:05
Westrock Coffee Company,WEST,"$632,002,285",($0.11),time-after-hours,Dec/2024,2,($0.05),2025-03-11 05:19:05
"loanDepot, Inc.",LDI,"$585,331,142",($0.01),time-after-hours,Dec/2024,1,($0.17),2025-03-11 05:19:05
CorMedix Inc.,CRMD,"$575,826,666",$0.17,time-not-supplied,Dec/2024,1,($0.26),2025-03-11 05:19:05
"Stitch Fix, Inc.",SFIX,"$528,934,430",($0.11),time-after-hours,Jan/2025,3,($0.21),2025-03-11 05:19:05
"PlayAGS, Inc.",AGS,"$493,576,955",$0.14,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Global Indemnity Group, LLC",GBLI,"$470,861,765",$0.78,time-pre-market,Dec/2024,1,$1.28,2025-03-11 05:19:05
"Zevra Therapeutics, Inc. ",ZVRA,"$429,676,253",($0.39),time-after-hours,Dec/2024,3,($0.40),2025-03-11 05:19:05
Summit Midstream Corporation,SMC,"$418,493,321",,time-pre-market,Dec/2024,2,($1.29),2025-03-11 05:19:05
3D Systems Corporation,DDD,"$410,929,109",($0.16),time-not-supplied,Dec/2024,2,($0.17),2025-03-11 05:19:05
"Groupon, Inc.",GRPN,"$410,801,808",($0.06),time-after-hours,Dec/2024,3,$0.29,2025-03-11 05:19:05
SIGA Technologies Inc.,SIGA,"$407,720,660",,time-after-hours,Dec/2024,N/A,$1.01,2025-03-11 05:19:05
"MaxCyte, Inc.",MXCT,"$363,301,044",($0.14),time-after-hours,Dec/2024,2,($0.05),2025-03-11 05:19:05
"Heritage Insurance Holdings, Inc.",HRTG,"$351,947,751",$0.51,time-after-hours,Dec/2024,2,$1.15,2025-03-11 05:19:05
Bowman Consulting Group Ltd.,BWMN,"$338,851,440",$0.07,time-after-hours,Dec/2024,1,$0.23,2025-03-11 05:19:05
Nabors Energy Transition Corp. II,NETD,"$333,975,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Concrete Pumping Holdings, Inc. ",BBCP,"$333,386,398",$0,time-after-hours,Jan/2025,2,($0.02),2025-03-11 05:19:05
BRT Apartments Corp.,BRT,"$329,669,408",$0.36,time-not-supplied,Dec/2024,1,$0.38,2025-03-11 05:19:05
Lionheart Holdings,CUB,"$324,674,847",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"European Wax Center, Inc.",EWCZ,"$322,297,114",$0.03,time-pre-market,Dec/2024,5,$0.07,2025-03-11 05:19:05
"Zenas BioPharma, Inc.",ZBIO,"$303,820,839",($0.98),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Holley Inc.,HLLY,"$297,096,642",$0.02,time-pre-market,Dec/2024,6,N/A,2025-03-11 05:19:05
"Gossamer Bio, Inc.",GOSS,"$276,457,047",($0.17),time-not-supplied,Dec/2024,5,($0.21),2025-03-11 05:19:05
"Barnes & Noble Education, Inc",BNED,"$272,831,661",,time-not-supplied,Jan/2025,2,$2,2025-03-11 05:19:05
"Nature's Sunshine Products, Inc.",NATR,"$268,265,262",,time-after-hours,Dec/2024,2,$0.45,2025-03-11 05:19:05
i-80 Gold Corp.,IAUX,"$266,964,368",,time-not-supplied,Dec/2024,N/A,($0.07),2025-03-11 05:19:05
Cartesian Growth Corporation II,RENE,"$254,690,185",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Superior Group of Companies, Inc.",SGC,"$226,326,049",$0.18,time-after-hours,Dec/2024,2,$0.22,2025-03-11 05:19:05
"Voyager Therapeutics, Inc.",VYGR,"$226,149,926",($0.34),time-after-hours,Dec/2024,6,$1.25,2025-03-11 05:19:05
Finance of America Companies Inc.,FOA,"$207,164,531",$0.45,time-after-hours,Dec/2024,1,$1,2025-03-11 05:19:05
"Kingsway Financial Services, Inc.",KFS,"$206,244,477",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Gencor Industries Inc.,GENC,"$184,980,199",,time-not-supplied,Dec/2024,2,$0.30,2025-03-11 05:19:05
Avino Silver,ASM,"$178,338,339",$0.03,time-after-hours,Dec/2024,1,$0.02,2025-03-11 05:19:05
Gauzy Ltd.,GAUZ,"$169,298,424",($0.26),time-pre-market,Dec/2024,2,N/A,2025-03-11 05:19:05
Eastern Company (The),EML,"$167,811,478",,time-after-hours,Dec/2024,2,$0.56,2025-03-11 05:19:05
Brainsway Ltd.,BWAY,"$152,841,351",$0.05,time-pre-market,Dec/2024,3,$0.01,2025-03-11 05:19:05
"2seventy bio, Inc.",TSVT,"$147,542,881",($0.20),time-not-supplied,Dec/2024,2,($1.11),2025-03-11 05:19:05
"RumbleOn, Inc.",RMBL,"$139,715,268",($0.26),time-pre-market,Dec/2024,1,($4.32),2025-03-11 05:19:05
"Champions Oncology, Inc.",CSBR,"$138,330,552",,time-after-hours,Jan/2025,2,($0.19),2025-03-11 05:19:05
"Zentalis Pharmaceuticals, Inc.",ZNTL,"$137,542,222",($0.74),time-not-supplied,Dec/2024,8,($0.83),2025-03-11 05:19:05
E.W. Scripps Company (The),SSP,"$127,816,504",,time-after-hours,Dec/2024,N/A,($0.02),2025-03-11 05:19:05
"FuelCell Energy, Inc.",FCEL,"$126,072,493",($1.52),time-pre-market,Jan/2025,4,($1.50),2025-03-11 05:19:05
CuriosityStream Inc. ,CURI,"$125,382,969",($0.02),time-after-hours,Dec/2024,1,($0.09),2025-03-11 05:19:05
SuRo Capital Corp.,SSSS,"$124,137,191",,time-after-hours,Dec/2024,2,($0.11),2025-03-11 05:19:05
"Artiva Biotherapeutics, Inc.",ARTV,"$123,875,573",($0.72),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Core Molding Technologies Inc,CMT,"$121,792,896",$0.12,time-pre-market,Dec/2024,1,$0.25,2025-03-11 05:19:05
QuantaSing Group Limited,QSG,"$121,137,817",$0.18,time-pre-market,Dec/2024,1,$0.27,2025-03-11 05:19:05
"Achieve Life Sciences, Inc. ",ACHV,"$107,984,430",($0.30),time-pre-market,Dec/2024,3,($0.26),2025-03-11 05:19:05
Currenc Group Inc.,CURR,"$102,361,598",($0.05),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Ultralife Corporation,ULBI,"$99,927,849",,time-pre-market,Dec/2024,2,$0.18,2025-03-11 05:19:05
"Anixa Biosciences, Inc.",ANIX,"$94,014,837",($0.10),time-not-supplied,Jan/2025,1,($0.10),2025-03-11 05:19:05
"Synchronoss Technologies, Inc.",SNCR,"$91,700,216",$0,time-after-hours,Dec/2024,2,($0.90),2025-03-11 05:19:05
"Corbus Pharmaceuticals Holdings, Inc.",CRBP,"$84,890,990",($1.30),time-not-supplied,Dec/2024,7,($1.81),2025-03-11 05:19:05
"Inozyme Pharma, Inc.",INZY,"$79,015,444",($0.41),time-not-supplied,Dec/2024,5,($0.35),2025-03-11 05:19:05
"Purple Innovation, Inc.",PRPL,"$78,951,587",($0.10),time-not-supplied,Dec/2024,3,($0.15),2025-03-11 05:19:05
Eltek Ltd.,ELTK,"$76,420,190",$0.24,time-pre-market,Dec/2024,1,$0.22,2025-03-11 05:19:05
"Maiden Holdings, Ltd.",MHLD,"$74,510,468",,time-not-supplied,Dec/2024,2,($0.08),2025-03-11 05:19:05
"Clearside Biomedical, Inc.",CLSD,"$74,030,844",($0.13),time-not-supplied,Dec/2024,3,($0.08),2025-03-11 05:19:05
"Saga Communications, Inc.",SGA,"$71,568,728",($0.12),time-pre-market,Dec/2024,1,$0.37,2025-03-11 05:19:05
"Grove Collaborative Holdings, Inc.",GROV,"$63,749,780",,time-after-hours,Dec/2024,2,($0.23),2025-03-11 05:19:05
Veea Inc.,VEEA,"$62,808,692",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
reAlpha Tech Corp.,AIRE,"$61,917,079",($0.04),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"IO Biotech, Inc.",IOBT,"$60,412,798",($0.39),time-not-supplied,Dec/2024,4,($0.40),2025-03-11 05:19:05
icad inc.,ICAD,"$59,449,667",,time-not-supplied,Dec/2024,2,($0.02),2025-03-11 05:19:05
"Phunware, Inc.",PHUN,"$58,670,146",($0.18),time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Exagen Inc.,XGN,"$55,204,680",($0.27),time-pre-market,Dec/2024,1,($0.31),2025-03-11 05:19:05
Agenus Inc.,AGEN,"$55,128,483",($2.36),time-pre-market,Dec/2024,4,($2.60),2025-03-11 05:19:05
"Allbirds, Inc.",BIRD,"$50,370,550",($3.52),time-after-hours,Dec/2024,2,($4.40),2025-03-11 05:19:05
"Bluerock Homes Trust, Inc.",BHM,"$47,152,655",,time-not-supplied,Dec/2024,2,$0.49,2025-03-11 05:19:05
TransAct Technologies Incorporated,TACT,"$39,741,117",($0.10),time-not-supplied,Dec/2024,1,($0.01),2025-03-11 05:19:05
Rallybio Corporation,RLYB,"$29,779,789",($0.27),time-not-supplied,Dec/2024,2,($0.50),2025-03-11 05:19:05
Q32 Bio Inc.,QTTB,"$28,381,033",($1.52),time-not-supplied,Dec/2024,2,($4.32),2025-03-11 05:19:05
Verrica Pharmaceuticals Inc.,VRCA,"$28,208,652",($0.26),time-after-hours,Dec/2024,2,($0.48),2025-03-11 05:19:05
Phoenix New Media Limited,FENG,"$26,596,178",,time-not-supplied,Dec/2024,2,$0.09,2025-03-11 05:19:05
"SurgePays, Inc.",SURG,"$25,806,780",($0.31),time-not-supplied,Dec/2024,2,$0.19,2025-03-11 05:19:05
"Smith Micro Software, Inc.",SMSI,"$21,461,417",($0.26),time-after-hours,Dec/2024,1,($0.32),2025-03-11 05:19:05
CXApp Inc.,CXAI,"$17,447,734",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
United Maritime Corporation,USEA,"$15,411,300",,time-not-supplied,Dec/2024,2,($0.07),2025-03-11 05:19:05
"Workhorse Group, Inc.",WKHS,"$14,470,586",($0.50),time-not-supplied,Dec/2024,1,($3.60),2025-03-11 05:19:05
Connexa Sports Technologies Inc.,YYAI,"$13,980,505",,time-not-supplied,Jan/2025,2,($99.99),2025-03-11 05:19:05
"Impact BioMedical, Inc.",IBO,"$13,919,786",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Kindly MD, Inc.",KDLY,"$10,221,484",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Bionano Genomics, Inc.",BNGO,"$9,554,656",,time-not-supplied,Dec/2024,N/A,($57.49),2025-03-11 05:19:05
36Kr Holdings Inc.,KRKR,"$8,893,300",,time-pre-market,Dec/2024,2,($1.20),2025-03-11 05:19:05
"BioXcel Therapeutics, Inc.",BTAI,"$8,498,957",($4.36),time-not-supplied,Dec/2024,2,($12.16),2025-03-11 05:19:05
"PLUS THERAPEUTICS, Inc.",PSTV,"$8,490,720",($0.50),time-not-supplied,Dec/2024,2,($0.70),2025-03-11 05:19:05
"Klotho Neurosciences, Inc.",KLTO,"$6,194,062",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"Nuwellis, Inc.",NUWE,"$5,664,289",($0.43),time-pre-market,Dec/2024,1,($78.32),2025-03-11 05:19:05
Purple Biotech Ltd.,PPBT,"$4,156,563",($0.22),time-not-supplied,Dec/2024,1,($6.40),2025-03-11 05:19:05
"SmartKem, Inc.",SMTK,"$3,988,257",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
"CERo Therapeutics Holdings, Inc.",CERO,"$3,796,000",,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
Syra Health Corp.,SYRA,"$3,755,142",,time-pre-market,Dec/2024,N/A,($0.16),2025-03-11 05:19:05
Charles & Colvard Ltd.,CTHR,"$3,550,057",,time-not-supplied,Dec/2024,2,($0.90),2025-03-11 05:19:05
C3is Inc.,CISS,"$3,179,291",,time-after-hours,Dec/2024,2,$62.50,2025-03-11 05:19:05
Lipella Pharmaceuticals Inc.,LIPO,"$3,082,743",,time-not-supplied,Dec/2024,2,($0.72),2025-03-11 05:19:05
Ares Acquisition Corporation II,AACT,,,time-not-supplied,Dec/2024,2,N/A,2025-03-11 05:19:05
