Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
PAMT CORP,PAMT,"$300,057,361",,time-not-supplied,Mar/2025,N/A,$0.01,2025-04-17 05:20:05
BayCom Corp,BCML,"$287,936,903",$0.52,time-not-supplied,Mar/2025,2,$0.51,2025-04-17 05:20:05
"Southern First Bancshares, Inc.",SFST,"$258,077,860",$0.61,time-not-supplied,Mar/2025,1,$0.31,2025-04-17 05:20:05
Chemung Financial Corp,CHMG,"$203,048,470",$1.22,time-not-supplied,Mar/2025,2,$1.48,2025-04-17 05:20:05
Acme United Corporation.,ACU,"$151,681,719",,time-pre-market,Mar/2025,10,$0.39,2025-04-17 05:20:05
United Security Bancshares,UBFO,"$133,730,164",,time-not-supplied,Mar/2025,10,$0.24,2025-04-17 05:20:05
Hooker Furnishings Corporation,HOFT,"$84,183,996",$0.16,time-pre-market,Jan/2025,2,$0.06,2025-04-17 05:20:05
AMCON Distributing Company,DIT,"$77,455,440",,time-not-supplied,Mar/2025,10,$0.89,2025-04-17 05:20:05
"Fluent, Inc.",FLNT,"$44,383,869",($0.41),time-after-hours,Mar/2025,1,($0.35),2025-04-17 05:20:05
"Kirkland's, Inc.",KIRK,"$15,479,172",$0.50,time-not-supplied,Jan/2025,1,$0.78,2025-04-17 05:20:05
