Company Name,Symbol,Market Cap,EPS Forecast,Time,Fiscal Quarter Ending,No. of ESTs,Last Year's EPS,Scraped At
"PLAYSTUDIOS, Inc. ",MYPS,"$190,767,178",($0.14),time-after-hours,Dec/2024,1,($0.15),2025-03-10 05:16:13
Nektar Therapeutics,NKTR,"$158,855,474",($0.13),time-not-supplied,Dec/2024,8,($0.22),2025-03-10 05:16:13
Douglas Elliman Inc.,DOUG,"$151,583,885",,time-after-hours,Dec/2024,N/A,($0.18),2025-03-10 05:16:13
Mobile Infrastructure Corporation,BEEP,"$145,393,000",($0.08),time-after-hours,Dec/2024,1,($0.69),2025-03-10 05:16:13
Myomo Inc.,MYO,"$133,989,204",($0.02),time-after-hours,Dec/2024,2,($0.07),2025-03-10 05:16:13
"Coherus BioSciences, Inc.",CHRS,"$114,637,340",($0.29),time-after-hours,Dec/2024,3,($0.72),2025-03-10 05:16:13
"Caribou Biosciences, Inc.",CRBU,"$105,041,117",($0.40),time-not-supplied,Dec/2024,4,($0.39),2025-03-10 05:16:13
Canterbury Park Holding Corporation,CPHC,"$103,654,926",,time-not-supplied,Dec/2024,1,$0.27,2025-03-10 05:16:13
"Lineage Cell Therapeutics, Inc.",LCTX,"$100,083,809",($0.04),time-after-hours,Dec/2024,2,($0.03),2025-03-10 05:16:13
"Gaia, Inc.",GAIA,"$97,622,479",($0.03),time-after-hours,Dec/2024,2,($0.08),2025-03-10 05:16:13
"Lexeo Therapeutics, Inc.",LXEO,"$92,915,311",($0.81),time-not-supplied,Dec/2024,4,($0.86),2025-03-10 05:16:13
"The ONE Group Hospitality, Inc.",STKS,"$92,561,004",$0.12,time-after-hours,Dec/2024,1,$0.17,2025-03-10 05:16:13
Great Elm Capital Corp.,GECC,"$84,381,756",$0.34,time-after-hours,Dec/2024,1,$0.43,2025-03-10 05:16:13
Scilex Holding Company,SCLX,"$78,809,043",($0.09),time-not-supplied,Dec/2024,2,($0.25),2025-03-10 05:16:13
"Assertio Holdings, Inc.",ASRT,"$77,337,018",($0.04),time-not-supplied,Dec/2024,2,$0.08,2025-03-10 05:16:13
"Akoya BioSciences, Inc.",AKYA,"$77,318,882",($0.15),time-not-supplied,Dec/2024,3,($0.22),2025-03-10 05:16:13
"Commercial Vehicle Group, Inc.",CVGI,"$71,412,059",($0.08),time-after-hours,Dec/2024,2,$0.09,2025-03-10 05:16:13
"Manhattan Bridge Capital, Inc",LOAN,"$64,285,219",,time-not-supplied,Dec/2024,1,$0.12,2025-03-10 05:16:13
"NCS Multistage Holdings, Inc.",NCSM,"$61,093,641",,time-after-hours,Dec/2024,1,($0.36),2025-03-10 05:16:13
Rand Capital Corporation,RAND,"$56,808,272",,time-pre-market,Dec/2024,1,$0.40,2025-03-10 05:16:13
"System1, Inc.",SST,"$51,479,170",,time-after-hours,Dec/2024,1,($0.21),2025-03-10 05:16:13
"The Beachbody Company, Inc.",BODI,"$49,019,081",($2.88),time-not-supplied,Dec/2024,1,($4.80),2025-03-10 05:16:13
"Aligos Therapeutics, Inc.",ALGS,"$48,364,784",($2.50),time-pre-market,Dec/2024,3,($5.50),2025-03-10 05:16:13
Toro Corp.,TORO,"$47,825,591",,time-not-supplied,Dec/2024,1,$0.16,2025-03-10 05:16:13
"Investcorp Credit Management BDC, Inc.",ICMB,"$46,964,355",,time-not-supplied,Dec/2024,1,$0.14,2025-03-10 05:16:13
"Cadrenal Therapeutics, Inc.",CVKD,"$27,701,476",($1.71),time-not-supplied,Dec/2024,3,($0.75),2025-03-10 05:16:13
DarioHealth Corp.,DRIO,"$24,753,954",($0.31),time-pre-market,Dec/2024,1,($0.41),2025-03-10 05:16:13
"Cara Therapeutics, Inc.",CARA,"$22,125,058",,time-not-supplied,Dec/2024,N/A,($7.08),2025-03-10 05:16:13
"Beasley Broadcast Group, Inc.",BBGI,"$11,534,594",,time-not-supplied,Dec/2024,N/A,($2.60),2025-03-10 05:16:13
"Mustang Bio, Inc.",MBIO,"$2,034,040",($5.50),time-not-supplied,Dec/2024,1,($35.50),2025-03-10 05:16:13
